1. Brainstorming," 대표적인 Ideation 방법. 통상적으로 Ideation을 목적으로 하는 모든 미팅을 Brainstorming 이라고 부르기도 함. Brainstorming의 창시자인 Alex Osborn의 4가지 원칙은,

  1. 아이디어의 양을 늘리는데 집중
  2. 비판은 보류
  3. 별난 아이디어 환영
  4. 아이디어에 더하고 합한다.
일반적으로 진행자는 아이디어를 제안하는 것이 금지되며, 10~15분 후 휴식하는 사이클을 3번정도 수행.

브레인 스토밍을 할때 색깔이 다른 포스트잇을 한장씩 주어서 그곳에는 터무니없는 아이디어를 적도록 할수도 있다. 보통 포스트잇들의 분류를 마친뒤, 어처구니없는 아이디어들을 그럴듯한 아이디어로 정제하는 과정을 거친다. "
2. Brainwriting,"각 멤버는 종이에 아이디어를 적는다. 3분정도 시간이 지난뒤 종이를 옆사람에게 넘기면, 적혀있는 아이디어를 보충하거나 디딤돌로 삼아 새로운 아이디어를 적는다. 브레인스토밍 세션에서 말을 잘 안하는 사람들의 의견을 받는데 좋지만 너무 정적인 분위기로 진행되기 쉬움."
3. 6-3-5 method,Brainwriting의 한 방법. 6명의 사람이 각각 3장의 종이에 5분이내에 아이디어 하나씩을 적는다. 다 적은 종이는 옆사람에게 건네주고 옆사람은 적혀있는 아이디어를 힌트로 새로운 아이디어를 더해 적는다. 모든종이에 6개씩 적히게 되면 상황종료. 제대로 진행됬다면 5분x6명=30분 동안 모두 3장x6명x6개=108개의 아이디어가 생긴다. 물론 꼭 6명일 필요는 없음
4. Circular Response,"해결하고자 하는 Problem을 그룹원들과 공유한다. 문제를 확실히 하여 종이에 적어두고, 자유롭게 토론하는 동안 종이를 돌려보며 자기 순서가 되면 코멘트를 하나 이상씩 적는다. 통상적으로 15~20분간 실시. 시간이 되거나 더이상 토론이 시들해지면, 종이를 회수."
5. Nominal Group Technique,"아이디어를 적고 이를 보팅해서 선정하는 방법. 
1. 5~10분정도 각자 조용히 주제에 대한 아이디어를 종이에 적는다.
2. 각자 처음 아이디어를 진행자에게 말하고, 진행자는 이를 칠판에 받아 적는다.
3. 각 아이디어를 명확히 하거나 서로 토의할 시간을 준다.
4. 멤버들은 몇개를 선정하여 순위와 해당 아이디어를 무기명으로 적는다.
5. 진행자는 이 순위 카드를 걷어서 하나씩 읽으며 결과를 공개하고 칠판에 적는다."
6. Six Thinking Hat,"아이디어회의중 ""지금부터 모두 검정모자""와 같은 식으로 활용하거나 각자 다른 종류의 모자를 쓰고 생각하는등의 방법으로 활용한다.
1. White Hat: 객관적인 정보에 집중함. 데이터 중심으로 생각하고 어떻게 부족한 Information을 얻을 수 있는지도 생각해본다.
2. Red Hat: 직관, 감정, 본능에 충실한다. 이유는 필요없음
3. Black Hat: 왜 안되는지, 무엇이 약점인지 부정적인 면을 중심으로 본다.
4. Yellow Hat: 긍정적으로 생각함. 아이디어의 benefit 위주로 본다.
5. Green Hat:  창조적인 생각을 통한 아이디어 생성. 자유로운 사고. 크리틱금지
6. Blue Hat: 미팅을 주관하고 모더레이션한다. 어떤 모자를 써야하는지도 정하는사람"
7. Alternative Words,간단하지만 의외로 유용한 방법. 아이디에이션 주제의 동의어 혹은 반대말 리스트를 작성해서 새로운 시각으로 생각을 해본다. 영어단어라면 리스트는 http://www.thesaurus.com/ 를 사용해 작성하면 좋음
8. Backward Mapping,"Problem solving을 위한 Ideation을 할 때, 지금 고민중인 문제가 이미 해결되어 사라져버린 미래를 상상한다. 그리고 가상의 타임라인을 그리면서 현재까지 거꾸로 내려오면서 생각하는 방법."
9. Break the Rules,"주제와 관련되어 널리 알려진 정설, 학설, 표준, 규범, 법칙 등을 적어두고 이를 제거했을 때 새로운 아이디어의 가능성을 찾아본다"
10. Bunch of Bananas,"미팅중에 갑자기 ""신제품 고민하는 것 그만두고 마술사나 고용할까?""와 같은 엉뚱한 말을 던짐으로써 고의적으로 혼란하게 만든다. 참석자들의 생각이 그냥 흘러가는 대로 가게 두지 않고 뒤흔들어 새로운 돌파구를 찾는 방법. 심리학자들이 말하는 Pattern interruption.  몇 번 시도해 봤는데 적절하게 사용하기 어려우며 분위기만 썰렁하게 만든 경우가 많음."
11. Change the Setting,"해변, 산, 인기 있는 카페, 갤러리 등 활기차고 영감을 불러 일으키는 장소를 찾아간다. 장소를 바꾸는 것만으로도 영감을 얻을 수 있음. Fresh insights을 얻기 위한 다양한 기법 
- Street Excursion: 길을 걸으며 보이는 모든 것들을 Trigger로 삼는다.
- Example Excursion: 지역, 기후 등이 다른 환경을 고려해본다.
- Career Excursion : 우주비행사, 간호사 등등 자신과는 전혀 다른 직업의 입장에서 생각해본다.
-  Imaging Excursion : 임의의 단어를 고른 뒤 편안한 자세와 마음으로 명상을 하면서 이미지를 떠올린다. 몇 분간의 명상 뒤 떠오른 이미지들을 아이디어와 연결 시킨다"
12. Force Field Analysis,"사회과학에서 사용되는 방법. 목표에 도달하기 위한 순방향의 영향을 주는 Driving force와 목표도달을 방해하는 Restraining force이 만나는 지점을 현재 상태로 정의하고, 원하는 목표에 도달하기 위해 Driving force를 강화하기 보다는 Restraining force는 약하게 하는 방법을 사용한다. 
1. 먼저 Driving force를 나열한다 팀의 생산성 증가가 목표라면 이에 대한 Driving force의 예는 인센티브 제공, 팀원간 경쟁, 팀장의 압력 등이 될 수 있다.
2. 다음으로 Restraining force를 나열한다. 예를 들어 무관심, 갈등, 지원부족 등이 될 수 있다. 
3. Critical Restraining force를 선정하고 제거한다."
13. Force Fit,"1. 문제를 가장 잘 표현하는 단어를 선정한다. 예를 들어 누군가 마음에 안드는 사람이 있다면 '대립'을 선택
2. 다음에는 그 단어의 반대의미를 선정한다. '대립'과 반대되는 '조화'.
3. 두개의 단어를 합쳐본다. '대립적 조화' 나 '조화로운 대립'
4. 합친 문구에 해당하는 예를 생각해본다."
14. 이미지 검색,"아이디어와 관련된 키워드로 구글 이미지 검색 을 해본다. 검색되어 나오는 이미지들을 보면서 영감을 받는다. 결과로 나오는 썸네일 이미지들을 클릭해 키워 보기가 귀찮다면 묻지마 이미지 검색 을 사용, 스크롤 하기가 귀찮으면 Bing 추천."
15. Po,"불가능하고 정신 나간듯한 아이디어로부터 출발해 현실적인 아이디어를 뽑아내는 방법. 금기를 깨는 것이 유용한데, 비논리적이고 불법이거나 사회적으로 수용되기 힘든 아이디어들을 내보는 것. 이러한 아이디어를 ""Po""(Provocative Operation)라고 한다. 새로운 커피잔에 대한 Po의 예를 들면 바닥이 없는 컵, 손잡이가 안쪽으로 달린 컵, 잡기에 너무 뜨거운 컵등이 될 수 있음. "
16. Other People’s Shoes,"화성인, 5살짜리 아이, 심슨, 람보, 박애주의자, 제임스본드, 회장님등의 다양한 캐릭터를 설정하고 그 사람이 되어본다. 문제를 어떻게 해결하고 목적을 달성하는지 상상해봄."
17. 속담과 명언,여러 가지 속담이나 상용구를 적어서 상자에 채워두고 뽑는다. 해당 문구와 현재 다루고 있는 주제가 어떻게 연관되는지 생각해 본다.
18. 문장 만들기,"일단 임의의 단어를 선택한다. 그리고 10분간 그 단어를 사용한 문장들을 최대한 길게 작성해본다. 시간이 지나면, 그 문장들을 트리거로 얼토당토않은 아이디어를 뽑아내고 그 아이디어를 바탕으로 feasible한 솔루션을 생각본다. "
19. Free the genie,"Idea Champions 이라는 컨설팅 회사에서 제공하는 툴. attend, intend, ,suspend, extend, connect의 다섯가지 카테고리로 모두 55개의 영감을 제공한다. 온라인에서 무료로 게임을 하면 20장밖에 나오지 않지만 카드 이미지 번호가 일렬번호라서 직접 주소 입력을 하면 다른 이미지들도 볼 수 있음."
20. Art Gallary,"텍스트대신 사진이나 이미지를 그려서 갤러리처럼 벽에 붙여둔다. 그룹작업을 해도 됨. 갤러리를 둘러보면서 새로운 아이디어나 문제해결을 위한 시작지점을 찾아본다. Ice braking용으로 사용해도 좋으며, 우뇌를 자극하는데 유용하다고 함. "
21. 5W1H,"누가(who)? 무엇을(what)? 언제(when)? 어디서(where)? 왜(why)? 어떻게(how)?에 대한 대답을 찾아봄으로써 영감과 아이디어를 얻는다. 단, Why 라는 질문은 조심해서 사용할 것. 가장 자주 묻는 질문이기도 하지만 제일 쓸모 없는 질문이기도 하다."
22. Five Whys,"풀려는 문제의 근본 원인을 찾기 위해서 해당 문제의 원인에 대해서 꼬리에 꼬리를 계속 물어가는 방법이다. 예를 들어 최초의 문제가 '매출이 감소하고 있다' 였다면 > Why? > 가게에 오는 손님이 적어서 > Why? >우리 제품 가격이 높아서 > Why? > 이윤 마진을 높게 잡아서 > Why? > 오버헤드가 많아서 > Why? > 스텝들이 삥땅 쳐서 와 같이 근본적인 원인을 발견하면서 아이디어를 확장한다.
또 다른 Five Whys 는, 최초 제기된 문제에 대해서만 Why 의 대답 5가지를 찾는 방법이다. 아까의 '매출이 감소하고 있다' 에 대한 Five Whys의 예를 다시 들면 이번에는 손님이 줄어서, 경쟁업소가 생겨서, 광고를 멈춰서, 서비스할 직원이 부족해서, 물품이 제한적이라 의 독립적인 5가지 이유를 생각해 볼 수 있다."
23. How-How Diagram,"목표를 이루는 방법에 대한 아이디어를 Hierarchy 구조로 늘려 나간다. 목표에 도달하기 위한 처음 how에 대한 방법을  2가지 적고, 각각의 방법에 또 2가지씩 How를 생각하여 늘린다. 질문을 3번하면 23=8가지의 방법이 나온다."
24. Laddering,"어떤 아이디어에 대해 이것의 예로 무엇이 있을까? 또는 이것은 무엇의 예가 될수 있을까? 라는 질문을 통해 사다리를 오르내리듯이 단계별 정의를 한다. 교통수단 > 자가운전 > 렌터카 > 컴팩트카 > 푸조 370 등. 그밖에 Input / Output을 정의하거나, Why? How? 등의 질문을 통해 Laddering이 가능"
25. Morphological Analysis,가능한 모든 조합을 고려해보는 방법. 마치 슬롯머신처럼 각 열에 다른 항목들을 나열하고 돌려보는 방법도 있다. 주사위를 만들어서 굴리면서 아이디어를 내볼 수도 있다.
26. SCAMPER,"대체(Substitute), 결합(Combine), 개조(Adapt), 수정/확대/축소(Modify/Magnify/Minify), Put to other uses, Eliminate, Reverse/Rearrage 의 약자.
- Substitute: 사람, 장소, 시간이나 상황들을 다른 것으로 대체해본다.
- Combine: 여러 가지 다른 요소들을 더하고 섞고 통합해본다.
- Adapt: 기능을 변경하거나 다른 요소를 사용하는 등 아이디어를 개조해봄
- Modify: 스케일을 줄이거나 늘려보고, 모양을 바꾸어보거나 색깔 등의 특성을 수정
- Put to other uses: 일부분의 사용법을 대체해봄
- Eliminate: 일부 기능이나 요소를 제거해본다
- Rearrage/Reverse: 요소들의 순서를 바꾸거나  앞뒤, 위아래를 바꾸어본다. "
27. 메타포 활용하기,"아이디어와 연관 없어 보이는 것들로 은유적 생각을 해본다. 예를 들어 냉장고와 고양이의 공통점? 이라면 둘 다 생선을 속에 넣고, 둘 다 꼬리가 있고, 둘 다 그르렁 거리고 둘 다 다양한 색이 있으며, 둘 다 수명이 15년 정도... 공통점을 찾는 방법으로 생각을 확장시킬 수 있다. 우리는 낯선 것들을 이해할 때 이미 알고 있는 것들과 비교한다. 최초의 자동차는 '말없는 마차 (horseless carriages)'라고 불렸고 초기 기차들은 '철마 (iron horses)'라고 불렸다. 은유(Metaphor)는 여러 문제나 상황에 새로운 영감을 줄 수 있다. 현재 이슈에 대해 어떤 metaphor를 만들 수 있을까? 라는 질문을 해보자."
"28. ALO (Advantages, Limitations and Way of Overcoming Them)","해당 아이디어가 사용자에게 주는 이득(Advantages)이 무엇인지, 그 아이디어의 부족한 점이나 단점(Limitations)이 무엇인지, 그 결점을 극복하기 위한 방법(Overcoming)은 무엇이 있는지를 생각해본다 "
29. Concept Sheet,"A4나 A3용지에 아이디어 별로 일정한 Form을 만들어 채우는 방법. 양식에는 다음과 같은 내용을 채울 수 있다.      
  1. Title  
  2. Description
  3. Benefit (for Whom?)
  4. Sketch
  5. 평가 항목들"
30. Creative Whack Pack,"64장의 카드로 이루어진 Ideation 툴. Exploer, Artist, Judge, Warrior카드가 각각 16장씩 있으며 각각의 카드는 서로 다른 기능을기능을 한다.  
 1. Explorer:  idea를 만들기 위한 재료를 탐색. 새로운 정보를 찾는 방법 제안
 2. Artist: Resouce를 new idea로 만든다. 아이디어 발상법을 제공.
 3. Judge:  아이디어를 평가하고 그걸로 뭐할지 결정함. 의사결정 도와줌
 4. Warrior : Idea의 Implementing 담당. idea를 action으로 바꾸어 준다.

이하 45번까지는 Creative Whack Pack에 있는 내용들입니다."
31. Give Yourself A Whack on the Side of the Head,"무 언가를 같은 방법으로 계속 하면 할수록, 다른 방법으로 하기는 점점 더 어려워진다. 습관적인 생각의 패턴을 깸으로서 ""익숙함의 감옥""을 탈출하자. 한밤중에 사랑의 시를 써본다. 아침으로 아이스크림을 먹는다. 빨간 양말은 신는다. 쓰레기장을 가본다. 주말에 일을 해본다. 돌아가는 길로 집에 간다. 침대의 다른편에서 잠을 잔다. 이와 같이 일상을 흔드는 일이 새로운 아이디어를 줄것이다. How can you whack your thinking?"
"32. Ask ""Why?""","레 오나르도 다빈치: 나는 내가 이해하지 못하는 것들에 대한 답을 찾기 위해 사방팔방을 헤맸다. 왜 조개껍데기와 바다 식물의 흔적들이 산꼭대기에서 발견되는가? 왜 천둥소리가 번개보다 더 늦게까지 지속되는가? 던져진 돌멩이로 인해 수면에 어떻게 원이 그려지는가? 새는 어떻게 공중에 떠있을수 있는가? 이와같은 질문들에 일생동안 나의 생각을 몰두 시켰다.
What are you curious about? What probing questions can you ask? Where can you ask ""Why?"""
33. Get out of Your Box,"각 각의 문화들은 그들만의 세상을 바라보는 방법이 있다. 좋은 아이디어는 종종 규율을 깨고 다른 영역을 바라볼때 생겨나고는 한다. Bob Wieder가 말하기를 ""부티크에서 패션을 찾거나 박물관에서 역사를 찾는것은 누구나 할 수 있다. Creative explorer는 하드웨어 스토어에서 역사를 찾고 공항에서 패션을 찾는다."" 예를 들면, 1차 세계대전의 밀리터리 디자이너들은 파카소의 입체파 예술을 탱크의 효과적인 위장 패턴을 만드는데 차용하였다. n what outside areas can you look for ideas?"
34. Look Somewhere Else,새로운 아이디어를 찾는것은 금광을 찾는것과 비슷하다. 오래된 장소를 다시 찾는것은 가치가 없다. 하지만 잘 알려진 길을 떠나 모험을 한다면 새로운 아이디어 광맥을 찾을 수 있는 찬스가 증가하게 될것이다. where else can you look for ideas?
35. Dig Deeper,"Emile Chartier: ""달랑 하나의 아이디어만 갖고 있는것 만큼 위험한 일은 없다"" 하나의 정답을 발견했다고 멈추지 말 것. 다른것도 찾아보고 더 깊게 파라. 생선을 냄새안나게 보관하는 방법에 무었이 있을까? 물고기를 잡자마자 요리를 한다. 고양이를 근처에 둔다. 향을 태운다. 코를 잘라버린다.등 한가지의 대답만 있는것이 아니다. 좋은 아이디어를 얻기 위한 가장 좋은 방법은 많은 아이디어들을 내는 것이 최선임을 기억하라. What good ideas are just below the surface? What's the second right answer?"
36. See! Hear! Taste! Feel! Smell!,"여 러가지 정보의 광범위한 다양성에 주의를 기울여라. 만약 당신이 시각적으로 편중되어 있다면, 그 상황의 '소리' 나 '냄새'에 집중해 보자. 만약 당신이 분석적인 성향을 가지고 있다면, '느낌' 에 집중해 보자. 만약 당신이 직관적이라면, 논리에 집중해 보라. What other sense can you use to develop your idea?"
37. Listen to Your Dreams,"그 리스의 철학자 헤라클레이토스(Heraclitus)가 말하기를, ""깨어있을때 우리는 하나의 세계를 공유하지만, 꿈속에서는 각자 자신만의 세계를 갖게 된다. ""당신의 꿈이 문제점을 해결하거나 솔루션에 대한 영감을 주거나 또는 새로운 접근법을 제안할 수 있다. 러시아 화학자 드미트리 멘델레프(Dmitri Mendeleyev)의 주 기율표도 꿈에서 영감을 받았으며, 로버트 루이트 스티븐슨 (Robert Louis Stevenson)의 지킬박사와 하이드의 플롯 역시 꿈에서 얻었다. 에스파냐 화가인 프란시스코 고야(Francisco Goya)는 많은 후기 작품들의 근거로 그의 악몽을 사용했다고 한다. 이슬람교의 창시자 마호메트도 그의 예언적인 부름을 꿈에서 듣게 되었다. How can you relate a recent dream to a current problem?"
38. See the Obvious,""" 아마 아주 멍청한 쥐만이 고양이의 귀 안에 숨겠지만, 아주 현명한 고양이 만이 귀에서 쥐를 찾아볼 생각을 할 것이다."" 누가 보아도 알 수 있는 것을 놓치지 말아라. 어느것을 간과하고 있는가? 당신이 할 수 있는 가장 당연한 일이 무엇인가? What resources and solutions are right in front of you?"
"39. Ask ""What If?""","만 약? 라는 질문을 통해 생각에 마술을 더해보자. 만약 동물들이 사람보다 더 지능이 높아 진다면? 만약 입이 손바닥에 붙어 있다면? 만약 남자도 아기를 가질수 있다면? 만약에 식용가능한 옷을 입는다면? 만약 고위 관직자를 제비뽑기로 선출한다면? 만약 사람의 수명이 250년이 라면? 만약 사람들이 나쁜짓을 할때마다 온몸에서 구린내가 난다면? 이와 같은 물음들은 생각을 넓히고 새로운 아이디어들을 낼 수 있게 해준다. What imaginative ""what if"" questions can you make up for your problem?"
40. Challenge the Rules,"누 구든지 고르디오스의 매듭(Gordian Knot)을 푸는 사람이 아시아의 왕의 될 것이라는 예언이 있었다. 하지만 아무도 이 기묘하게 복잡한 퍼즐을 풀어내지 못했다. 그때 알랙산더 대왕의 순서가 되었다. 매듭의 시작점을 찾으려고 시도했으나 찾을수 없었고 난처한 상태에 빠지자, 마침내 ""내 방식대로 매듭을 풀겠다"" 라고 말하며 칼을 뽑아 매듭을 두조각을 잘라 버렸다. 그는 아시아의 왕이 되었다. 누군가 규칙에 도전하고 다른 방법을 시도할때 발전이 이루어진다. What rules can you challenge?"
41. Exaggerate,"너무 웃겨서 한달동안 웃음을 멈출수 없는 농담을 상상해 보라. 강철보다 강한 종이, 호털 크기의 사과, 나방의 날개짓보다 조용한 제트엔진, 집에서 준비하는 25,000 명을 위한 요리등 당신의 아이디어를 과장해 보라. 크게 생각해보라: 만약 천배로 커진다면? 시끄러워 진다면? 단단해 진다면? 빨리진다면? 밝아진다면? 만약 그것을 사용하는 사람들이 천배로 늘어난다면? 이제는 작게 생각해보자: 만약 천분의 일로 약해진다면, 느려진다면, 싸진다면 혹은 단순해 진다면? How can you exaggerate your idea?"
42. Find What's out of Whack,현재 이슈에 뭐가 부족하고 문제인지 비판하고 느껴봐라. 자기이름을 달고 세상에 쓰레기를 내놓고 싶지는 않다는 것을 기억하라. Why won't the idea work? What's lacking? What doesn't feel right?
43. Put A Lion in Your Heart,"한 유명한 투우사는 ""당신이 황소를 무서워 하지 않는다면 황소와 싸우는 것은 아무것도 아니다"" 라고 말했다. ""황소가 무섭다면 싸우지 않으면 그만이지만, 문제가 되는것은 황소가 무서울때 그것과 싸워야 하는 경우이다"" 당신의 아이디어를 실행할 용기를 주는 것은 무엇인가? 평판좋은 계획? 격려? 아이디어에 대한 확신? 과거의 성공? What puts a lion in your heart?"
44. Use your Shield,"새 로운 아이디어는 공격당할 수 있고, 종종 네거티브한 반응을 일으키게 된다. 작곡가 스트라빈스키가 처음 그의 ""봄의 제전(Rite of Spring)"" 발레를 선보였을 때, 독특한 화음과 원시적인 리듬때문에 관중들이 난동을 부렸다. 독일의 천문학자 케플러가 행성의 궤도를 원이 아닌 타원으로 풀어냈을 때 역시 사람들로부터 비난 받았다. 이와같은 반응에 대비하고, 그것 때문에 행동을 방해받지 말도록 하라. 독일 정치가 Konrad Adenauer가 말하길 ""A thick skin is a gift from God."" 이라고 했다. What negative reaction do you expect? How can you deflect it?"
"45. Sell, Sell, Sell",""" 팔아먹지 못하는것은 Creative 한것이 아니다."" 세상에서 제일 훌륭한 아이디어를 가지고 있다고 하더라고 그 아이디어를 세일즈하지 못한다면 할수 있는게 별로 없다. 다른 사람의 당신의 아이디어나 제품을 원할만한 세가지 이유를 생각해보라. 그 아이디어가 줄수있는 것은 무엇인가? How can you make your idea more attractive to other people?"
46. The Gordon’s method,"고정관념의 영향을 받지 않기 위해 주제를 알려주지 않고 아이디어를 발상하는 방법. 예를들어 새로운 ""병따개"" 를 위한 아이디어가 필요하다면, 아이디어 발상 참가자들은 그 사실을 모른체 ""열기""과 같은 추상화된 개념을 제시한뒤 좀더 넓은 주제로 아이디어 발상을 한다. 참가자들은 주제가 병따개인것을 모르기 때문에 고정관념을 갖고 싶어도 가질 수가 없다. 아이디어가 광범위하게 나오기 때문에 진행자는 방향을 잘 유도해야 한다. 실제로는 과제원들이 아이디어 발상 주제를 모르게 하기가 어렵기 때문에 한정된 상황에서만 사용할 수 있다."
47. Star Bursting,"브레인스토밍과 마찬가지로 최대한 많은 아이디어를 내기위한 방법중 하나. 마치 브레인 스토밍에서 남의 아이디어를 통해 연결된 더 많은 아이디어들을 내는것처럼, 최대한 많은 질문을 생각해 낸다. 해결하고 싶은 문제를 적은뒤, 그 아래에 그와 관련된 질문들을 최대한 많이 적는다. 시작은 왜? 언제? 어떻게? 와 같이 단순한 질문으로 할 수 있지만 어떤 질문들은 좀 더 복잡할 수도 있다. "
48. Alphabet 법,"여러 대상들을 적어놓고 좋은 아이디어가 떠오르는 것을 기대하는 방법. 안전 면도날을 발명한 질레트가 사용한 발상법이라고 한다. A부터 Z까지 종이에 써 내려간뒤 Album, Book, Can, Door 와 같이 그 단어로 시작되는 물건이름을 이어서 적는다. 그리고 그 물건들을 사용하는 방법이나, 문제점 또는 해결책, 희망사항, 행동특성등을 고민해 적는다. "
